dis_image,ref_image,rating,noise
i01_21_1.bmp,I01.bmp,0.78319,21
i01_21_2.bmp,I01.bmp,0.72224,21
i01_21_3.bmp,I01.bmp,0.63588,21
i01_21_4.bmp,I01.bmp,0.54716,21
i01_21_5.bmp,I01.bmp,0.40328,21
i01_22_1.bmp,I01.bmp,0.76208,22
i01_22_2.bmp,I01.bmp,0.70953,22
i01_22_3.bmp,I01.bmp,0.58279,22
i01_22_4.bmp,I01.bmp,0.41879,22
i01_22_5.bmp,I01.bmp,0.27999,22
i01_23_1.bmp,I01.bmp,0.86681,23
i01_23_2.bmp,I01.bmp,0.77005,23
i01_23_3.bmp,I01.bmp,0.79396,23
i01_23_4.bmp,I01.bmp,0.65451,23
i01_23_5.bmp,I01.bmp,0.31025,23
i01_24_1.bmp,I01.bmp,0.78319,24
i01_24_2.bmp,I01.bmp,0.76607,24
i01_24_3.bmp,I01.bmp,0.6979,24
i01_24_4.bmp,I01.bmp,0.40716,24
i01_24_5.bmp,I01.bmp,0.03113,24
I02_01_1.bmp,I02.bmp,0.78895,1
i02_01_2.bmp,I02.bmp,0.73157,1
i02_01_3.bmp,I02.bmp,0.71427,1
i02_01_4.bmp,I02.bmp,0.56685,1
i02_01_5.bmp,I02.bmp,0.53509,1
i02_02_1.bmp,I02.bmp,0.8338,2
i02_02_2.bmp,I02.bmp,0.83358,2
i02_02_3.bmp,I02.bmp,0.80989,2
i02_02_4.bmp,I02.bmp,0.72504,2
i02_02_5.bmp,I02.bmp,0.59474,2
i02_03_1.bmp,I02.bmp,0.65371,3
i02_03_2.bmp,I02.bmp,0.60099,3
i02_03_3.bmp,I02.bmp,0.5157,3
i02_03_4.bmp,I02.bmp,0.47123,3
i02_03_5.bmp,I02.bmp,0.3839,3
i02_04_1.bmp,I02.bmp,0.86681,4
i02_04_2.bmp,I02.bmp,0.84909,4
i02_04_3.bmp,I02.bmp,0.71029,4
i02_04_4.bmp,I02.bmp,0.64551,4
i02_04_5.bmp,I02.bmp,0.57994,4
i02_05_1.bmp,I02.bmp,0.84271,5
i02_05_2.bmp,I02.bmp,0.84177,5
i02_05_3.bmp,I02.bmp,0.74442,5
i02_05_4.bmp,I02.bmp,0.59324,5
i02_05_5.bmp,I02.bmp,0.45529,5
i02_06_1.bmp,I02.bmp,0.61865,6
i02_06_2.bmp,I02.bmp,0.57881,6
i02_06_3.bmp,I02.bmp,0.5002,6
i02_06_4.bmp,I02.bmp,0.4652,6
i02_06_5.bmp,I02.bmp,0.41104,6
i02_07_1.bmp,I02.bmp,0.81354,7
i02_07_2.bmp,I02.bmp,0.76607,7
i02_07_3.bmp,I02.bmp,0.50521,7
i02_07_4.bmp,I02.bmp,0.50407,7
i02_07_5.bmp,I02.bmp,0.37504,7
i02_08_1.bmp,I02.bmp,0.84134,8
i02_08_2.bmp,I02.bmp,0.7063,8
i02_08_3.bmp,I02.bmp,0.61683,8
i02_08_4.bmp,I02.bmp,0.5157,8
i02_08_5.bmp,I02.bmp,0.39941,8
i02_09_1.bmp,I02.bmp,0.82583,9
i02_09_2.bmp,I02.bmp,0.75616,9
i02_09_3.bmp,I02.bmp,0.61466,9
i02_09_4.bmp,I02.bmp,0.48857,9
i02_09_5.bmp,I02.bmp,0.31186,9
i02_10_1.bmp,I02.bmp,0.82583,10
i02_10_2.bmp,I02.bmp,0.82185,10
i02_10_3.bmp,I02.bmp,0.74442,10
i02_10_4.bmp,I02.bmp,0.46725,10
i02_10_5.bmp,I02.bmp,0.35455,10
I02_11_1.BMP,I02.bmp,0.81388,11
i02_11_2.bmp,I02.bmp,0.65451,11
i02_11_3.bmp,I02.bmp,0.39165,11
i02_11_4.bmp,I02.bmp,0.24047,11
i02_11_5.bmp,I02.bmp,0.14851,11
i02_12_1.bmp,I02.bmp,0.72622,12
i02_12_2.bmp,I02.bmp,0.60099,12
i02_12_3.bmp,I02.bmp,0.40716,12
i02_12_4.bmp,I02.bmp,0.34901,12
i02_12_5.bmp,I02.bmp,0.30537,12
I02_13_1.BMP,I02.bmp,0.6067,13
i02_13_2.bmp,I02.bmp,0.53896,13
i02_13_3.bmp,I02.bmp,0.45131,13
i02_13_4.bmp,I02.bmp,0.38002,13
i02_13_5.bmp,I02.bmp,0.48318,13
i02_14_1.bmp,I02.bmp,0.78997,14
i02_14_2.bmp,I02.bmp,0.83746,14
i02_14_3.bmp,I02.bmp,0.69879,14
i02_14_4.bmp,I02.bmp,0.72748,14
i02_14_5.bmp,I02.bmp,0.56998,14
i02_15_1.bmp,I02.bmp,0.4529,15
i02_15_2.bmp,I02.bmp,0.48469,15
i02_15_3.bmp,I02.bmp,0.51506,15
i02_15_4.bmp,I02.bmp,0.5157,15
i02_15_5.bmp,I02.bmp,0.56765,15
i02_16_1.bmp,I02.bmp,0.81808,16
i02_16_2.bmp,I02.bmp,0.83778,16
i02_16_3.bmp,I02.bmp,0.72891,16
i02_16_4.bmp,I02.bmp,0.70232,16
i02_16_5.bmp,I02.bmp,0.62037,16
i02_17_1.bmp,I02.bmp,0.81388,17
i02_17_2.bmp,I02.bmp,0.78075,17
i02_17_3.bmp,I02.bmp,0.65914,17
i02_17_4.bmp,I02.bmp,0.64961,17
i02_17_5.bmp,I02.bmp,0.52701,17
i02_18_1.bmp,I02.bmp,0.82185,18
i02_18_2.bmp,I02.bmp,0.76768,18
i02_18_3.bmp,I02.bmp,0.65781,18
i02_18_4.bmp,I02.bmp,0.67077,18
i02_18_5.bmp,I02.bmp,0.61683,18
i02_19_1.bmp,I02.bmp,0.79396,19
i02_19_2.bmp,I02.bmp,0.74442,19
i02_19_3.bmp,I02.bmp,0.65849,19
i02_19_4.bmp,I02.bmp,0.57084,19
i02_19_5.bmp,I02.bmp,0.50407,19
i02_20_1.bmp,I02.bmp,0.83358,20
i02_20_2.bmp,I02.bmp,0.85042,20
i02_20_3.bmp,I02.bmp,0.72622,20
i02_20_4.bmp,I02.bmp,0.53896,20
i02_20_5.bmp,I02.bmp,0.36764,20
i02_21_1.bmp,I02.bmp,0.82195,21
i02_21_2.bmp,I02.bmp,0.72504,21
i02_21_3.bmp,I02.bmp,0.62502,21
i02_21_4.bmp,I02.bmp,0.43537,21
i02_21_5.bmp,I02.bmp,0.30389,21
i02_22_1.bmp,I02.bmp,0.75605,22
i02_22_2.bmp,I02.bmp,0.71729,22
i02_22_3.bmp,I02.bmp,0.60863,22
i02_22_4.bmp,I02.bmp,0.51107,22
i02_22_5.bmp,I02.bmp,0.28397,22
i02_23_1.bmp,I02.bmp,0.93739,23
i02_23_2.bmp,I02.bmp,0.75993,23
i02_23_3.bmp,I02.bmp,0.45928,23
i02_23_4.bmp,I02.bmp,0.27536,23
i02_23_5.bmp,I02.bmp,0.08153,23
i02_24_1.bmp,I02.bmp,0.83746,24
i02_24_2.bmp,I02.bmp,0.67044,24
i02_24_3.bmp,I02.bmp,0.39553,24
i02_24_4.bmp,I02.bmp,0.26803,24
i02_24_5.bmp,I02.bmp,0.09316,24
I03_01_1.bmp,I03.bmp,0.79273,1
i03_01_2.bmp,I03.bmp,0.69749,1
i03_01_3.bmp,I03.bmp,0.6371,1
i03_01_4.bmp,I03.bmp,0.57482,1
i03_01_5.bmp,I03.bmp,0.52821,1
i03_02_1.bmp,I03.bmp,0.85225,2
i03_02_2.bmp,I03.bmp,0.86629,2
i03_02_3.bmp,I03.bmp,0.71825,2
i03_02_4.bmp,I03.bmp,0.6824,2
i03_02_5.bmp,I03.bmp,0.62502,2
i03_03_1.bmp,I03.bmp,0.63219,3
i03_03_2.bmp,I03.bmp,0.55,3
i03_03_3.bmp,I03.bmp,0.51745,3
i03_03_4.bmp,I03.bmp,0.43598,3
i03_03_5.bmp,I03.bmp,0.38043,3
i03_04_1.bmp,I03.bmp,0.881,4
i03_04_2.bmp,I03.bmp,0.77676,4
i03_04_3.bmp,I03.bmp,0.71467,4
i03_04_4.bmp,I03.bmp,0.62502,4
i03_04_5.bmp,I03.bmp,0.478,4
i03_05_1.bmp,I03.bmp,0.89755,5
i03_05_2.bmp,I03.bmp,0.77299,5
i03_05_3.bmp,I03.bmp,0.72543,5
i03_05_4.bmp,I03.bmp,0.5831,5
i03_05_5.bmp,I03.bmp,0.46347,5
i03_06_1.bmp,I03.bmp,0.65597,6
i03_06_2.bmp,I03.bmp,0.6162,6
i03_06_3.bmp,I03.bmp,0.55331,6
i03_06_4.bmp,I03.bmp,0.5031,6
i03_06_5.bmp,I03.bmp,0.46725,6
i03_07_1.bmp,I03.bmp,0.67872,7
i03_07_2.bmp,I03.bmp,0.55331,7
i03_07_3.bmp,I03.bmp,0.5169,7
i03_07_4.bmp,I03.bmp,0.51386,7
i03_07_5.bmp,I03.bmp,0.4838,7
i03_08_1.bmp,I03.bmp,0.8749,8
i03_08_2.bmp,I03.bmp,0.76846,8
i03_08_3.bmp,I03.bmp,0.6069,8
i03_08_4.bmp,I03.bmp,0.5031,8
i03_08_5.bmp,I03.bmp,0.38836,8
i03_09_1.bmp,I03.bmp,0.91906,9
i03_09_2.bmp,I03.bmp,0.86261,9
i03_09_3.bmp,I03.bmp,0.75053,9
i03_09_4.bmp,I03.bmp,0.50219,9
i03_09_5.bmp,I03.bmp,0.32004,9
i03_10_1.bmp,I03.bmp,0.8598,10
i03_10_2.bmp,I03.bmp,0.77802,10
i03_10_3.bmp,I03.bmp,0.68975,10
i03_10_4.bmp,I03.bmp,0.43856,10
i03_10_5.bmp,I03.bmp,0.32197,10
I03_11_1.BMP,I03.bmp,0.73524,11
i03_11_2.bmp,I03.bmp,0.55,11
i03_11_3.bmp,I03.bmp,0.37346,11
i03_11_4.bmp,I03.bmp,0.22635,11
i03_11_5.bmp,I03.bmp,0.06563,11
i03_12_1.bmp,I03.bmp,0.74124,12
i03_12_2.bmp,I03.bmp,0.55029,12
i03_12_3.bmp,I03.bmp,0.37288,12
i03_12_4.bmp,I03.bmp,0.40987,12
i03_12_5.bmp,I03.bmp,0.30947,12
I03_13_1.BMP,I03.bmp,0.70079,13
i03_13_2.bmp,I03.bmp,0.48747,13
i03_13_3.bmp,I03.bmp,0.52821,13
i03_13_4.bmp,I03.bmp,0.38477,13
i03_13_5.bmp,I03.bmp,0.31249,13
i03_14_1.bmp,I03.bmp,0.69343,14
i03_14_2.bmp,I03.bmp,0.82583,14
i03_14_3.bmp,I03.bmp,0.66088,14
i03_14_4.bmp,I03.bmp,0.60516,14
i03_14_5.bmp,I03.bmp,0.46725,14
i03_15_1.bmp,I03.bmp,0.49952,15
i03_15_2.bmp,I03.bmp,0.54613,15
i03_15_3.bmp,I03.bmp,0.54255,15
i03_15_4.bmp,I03.bmp,0.57942,15
i03_15_5.bmp,I03.bmp,0.65297,15
i03_16_1.bmp,I03.bmp,0.94352,16
i03_16_2.bmp,I03.bmp,0.90113,16
i03_16_3.bmp,I03.bmp,0.82224,16
i03_16_4.bmp,I03.bmp,0.83659,16
i03_16_5.bmp,I03.bmp,0.68607,16
i03_17_1.bmp,I03.bmp,0.86629,17
i03_17_2.bmp,I03.bmp,0.93341,17
i03_17_3.bmp,I03.bmp,0.71108,17
i03_17_4.bmp,I03.bmp,0.9083,17
i03_17_5.bmp,I03.bmp,0.50954,17
i03_18_1.bmp,I03.bmp,0.79273,18
i03_18_2.bmp,I03.bmp,0.78537,18
i03_18_3.bmp,I03.bmp,0.76331,18
i03_18_4.bmp,I03.bmp,0.6824,18
i03_18_5.bmp,I03.bmp,0.63333,18
i03_19_1.bmp,I03.bmp,0.75595,19
i03_19_2.bmp,I03.bmp,0.68607,19
i03_19_3.bmp,I03.bmp,0.63937,19
i03_19_4.bmp,I03.bmp,0.5831,19
i03_19_5.bmp,I03.bmp,0.49483,19
i03_20_1.bmp,I03.bmp,0.80318,20
i03_20_2.bmp,I03.bmp,0.7486,20
i03_20_3.bmp,I03.bmp,0.56161,20
i03_20_4.bmp,I03.bmp,0.42127,20
i03_20_5.bmp,I03.bmp,0.37043,20
i03_21_1.bmp,I03.bmp,0.71637,21
i03_21_2.bmp,I03.bmp,0.60149,21
i03_21_3.bmp,I03.bmp,0.52425,21
i03_21_4.bmp,I03.bmp,0.42127,21
i03_21_5.bmp,I03.bmp,0.26644,21
i03_22_1.bmp,I03.bmp,0.82215,22
i03_22_2.bmp,I03.bmp,0.73388,22
i03_22_3.bmp,I03.bmp,0.7155,22
i03_22_4.bmp,I03.bmp,0.59045,22
i03_22_5.bmp,I03.bmp,0.52764,22
i03_23_1.bmp,I03.bmp,0.92881,23
i03_23_2.bmp,I03.bmp,0.80376,23
i03_23_3.bmp,I03.bmp,0.52462,23
i03_23_4.bmp,I03.bmp,0.34646,23
i03_23_5.bmp,I03.bmp,0.24851,23
i03_24_1.bmp,I03.bmp,0.78905,24
i03_24_2.bmp,I03.bmp,0.56839,24
i03_24_3.bmp,I03.bmp,0.37043,24
i03_24_4.bmp,I03.bmp,0.22567,24
i03_24_5.bmp,I03.bmp,0.02562,24
I04_01_1.bmp,I04.bmp,0.79168,1
i04_01_2.bmp,I04.bmp,0.7507,1
i04_01_3.bmp,I04.bmp,0.67215,1
i04_01_4.bmp,I04.bmp,0.57744,1
i04_01_5.bmp,I04.bmp,0.53896,1
i04_02_1.bmp,I04.bmp,0.86527,2
i04_02_2.bmp,I04.bmp,0.8479,2
i04_02_3.bmp,I04.bmp,0.78035,2
i04_02_4.bmp,I04.bmp,0.72679,2
i04_02_5.bmp,I04.bmp,0.61593,2
i04_03_1.bmp,I04.bmp,0.65091,3
i04_03_2.bmp,I04.bmp,0.5697,3
i04_03_3.bmp,I04.bmp,0.52462,3
i04_03_4.bmp,I04.bmp,0.45649,3
i04_03_5.bmp,I04.bmp,0.39894,3
i04_04_1.bmp,I04.bmp,0.84376,4
i04_04_2.bmp,I04.bmp,0.86431,4
i04_04_3.bmp,I04.bmp,0.84735,4
i04_04_4.bmp,I04.bmp,0.7507,4
i04_04_5.bmp,I04.bmp,0.65508,4
i04_05_1.bmp,I04.bmp,0.87023,5
i04_05_2.bmp,I04.bmp,0.81184,5
i04_05_3.bmp,I04.bmp,0.72901,5
i04_05_4.bmp,I04.bmp,0.60726,5
i04_05_5.bmp,I04.bmp,0.49698,5
i04_06_1.bmp,I04.bmp,0.68581,6
i04_06_2.bmp,I04.bmp,0.61943,6
i04_06_3.bmp,I04.bmp,0.57653,6
i04_06_4.bmp,I04.bmp,0.56695,6
i04_06_5.bmp,I04.bmp,0.46007,6
i04_07_1.bmp,I04.bmp,0.638,7
i04_07_2.bmp,I04.bmp,0.54972,7
i04_07_3.bmp,I04.bmp,0.47066,7
i04_07_4.bmp,I04.bmp,0.41602,7
i04_07_5.bmp,I04.bmp,0.3887,7
i04_08_1.bmp,I04.bmp,0.87023,8
i04_08_2.bmp,I04.bmp,0.81534,8
i04_08_3.bmp,I04.bmp,0.73704,8
i04_08_4.bmp,I04.bmp,0.59275,8
i04_08_5.bmp,I04.bmp,0.49115,8
i04_09_1.bmp,I04.bmp,0.88047,9
i04_09_2.bmp,I04.bmp,0.79784,9
i04_09_3.bmp,I04.bmp,0.68939,9
i04_09_4.bmp,I04.bmp,0.50748,9
i04_09_5.bmp,I04.bmp,0.32381,9
i04_10_1.bmp,I04.bmp,0.83608,10
i04_10_2.bmp,I04.bmp,0.82233,10
i04_10_3.bmp,I04.bmp,0.69264,10
i04_10_4.bmp,I04.bmp,0.43309,10
i04_10_5.bmp,I04.bmp,0.27942,10
I04_11_1.BMP,I04.bmp,0.72543,11
i04_11_2.bmp,I04.bmp,0.53896,11
i04_11_3.bmp,I04.bmp,0.38154,11
i04_11_4.bmp,I04.bmp,0.2521,11
i04_11_5.bmp,I04.bmp,0.09159,11
i04_12_1.bmp,I04.bmp,0.833,12
i04_12_2.bmp,I04.bmp,0.63117,12
i04_12_3.bmp,I04.bmp,0.52872,12
i04_12_4.bmp,I04.bmp,0.38187,12
i04_12_5.bmp,I04.bmp,0.34655,12
I04_13_1.BMP,I04.bmp,0.63459,13
i04_13_2.bmp,I04.bmp,0.5169,13
i04_13_3.bmp,I04.bmp,0.44676,13
i04_13_4.bmp,I04.bmp,0.462,13
i04_13_5.bmp,I04.bmp,0.30674,13
i04_14_1.bmp,I04.bmp,0.69264,14
i04_14_2.bmp,I04.bmp,0.88389,14
i04_14_3.bmp,I04.bmp,0.82583,14
i04_14_4.bmp,I04.bmp,0.59702,14
i04_14_5.bmp,I04.bmp,0.48299,14
i04_15_1.bmp,I04.bmp,0.45017,15
i04_15_2.bmp,I04.bmp,0.45359,15
i04_15_3.bmp,I04.bmp,0.46725,15
i04_15_4.bmp,I04.bmp,0.50398,15
i04_15_5.bmp,I04.bmp,0.54632,15
i04_16_1.bmp,I04.bmp,0.86681,16
i04_16_2.bmp,I04.bmp,0.91804,16
i04_16_3.bmp,I04.bmp,0.83949,16
i04_16_4.bmp,I04.bmp,0.77802,16
i04_16_5.bmp,I04.bmp,0.70446,16
i04_17_1.bmp,I04.bmp,0.82583,17
i04_17_2.bmp,I04.bmp,0.92145,17
i04_17_3.bmp,I04.bmp,0.65091,17
i04_17_4.bmp,I04.bmp,1,17
i04_17_5.bmp,I04.bmp,0.52821,17
i04_18_1.bmp,I04.bmp,0.74187,18
i04_18_2.bmp,I04.bmp,0.68589,18
i04_18_3.bmp,I04.bmp,0.63459,18
i04_18_4.bmp,I04.bmp,0.57311,18
i04_18_5.bmp,I04.bmp,0.52847,18
i04_19_1.bmp,I04.bmp,0.74728,19
i04_19_2.bmp,I04.bmp,0.73362,19
i04_19_3.bmp,I04.bmp,0.6684,19
i04_19_4.bmp,I04.bmp,0.59992,19
i04_19_5.bmp,I04.bmp,0.56287,19
i04_20_1.bmp,I04.bmp,0.89072,20
i04_20_2.bmp,I04.bmp,0.71467,20
i04_20_3.bmp,I04.bmp,0.56628,20
i04_20_4.bmp,I04.bmp,0.41261,20
i04_20_5.bmp,I04.bmp,0.31157,20
i04_21_1.bmp,I04.bmp,0.70339,21
i04_21_2.bmp,I04.bmp,0.64391,21
i04_21_3.bmp,I04.bmp,0.51164,21
i04_21_4.bmp,I04.bmp,0.42701,21
i04_21_5.bmp,I04.bmp,0.2521,21
i04_22_1.bmp,I04.bmp,0.82933,22
i04_22_2.bmp,I04.bmp,0.79509,22
i04_22_3.bmp,I04.bmp,0.60043,22
i04_22_4.bmp,I04.bmp,0.55645,22
i04_22_5.bmp,I04.bmp,0.38187,22
i04_23_1.bmp,I04.bmp,0.88679,23
i04_23_2.bmp,I04.bmp,0.74045,23
i04_23_3.bmp,I04.bmp,0.52147,23
i04_23_4.bmp,I04.bmp,0.38853,23
i04_23_5.bmp,I04.bmp,0.17696,23
i04_24_1.bmp,I04.bmp,0.76094,24
i04_24_2.bmp,I04.bmp,0.50481,24
i04_24_3.bmp,I04.bmp,0.33606,24
i04_24_4.bmp,I04.bmp,0.23844,24
i04_24_5.bmp,I04.bmp,0.04919,24
I05_01_1.bmp,I05.bmp,0.7577,1
i05_01_2.bmp,I05.bmp,0.75411,1
i05_01_3.bmp,I05.bmp,0.66033,1
i05_01_4.bmp,I05.bmp,0.54632,1
i05_01_5.bmp,I05.bmp,0.47599,1
i05_02_1.bmp,I05.bmp,0.80134,2
i05_02_2.bmp,I05.bmp,0.78035,2
i05_02_3.bmp,I05.bmp,0.72901,2
i05_02_4.bmp,I05.bmp,0.69639,2
i05_02_5.bmp,I05.bmp,0.57574,2
i05_03_1.bmp,I05.bmp,0.69639,3
i05_03_2.bmp,I05.bmp,0.60893,3
i05_03_3.bmp,I05.bmp,0.49235,3
i05_03_4.bmp,I05.bmp,0.40602,3
i05_03_5.bmp,I05.bmp,0.30588,3
i05_04_1.bmp,I05.bmp,0.77335,4
i05_04_2.bmp,I05.bmp,0.78997,4
i05_04_3.bmp,I05.bmp,0.76487,4
i05_04_4.bmp,I05.bmp,0.6719,4
i05_04_5.bmp,I05.bmp,0.59634,4
i05_05_1.bmp,I05.bmp,0.77204,5
i05_05_2.bmp,I05.bmp,0.73837,5
i05_05_3.bmp,I05.bmp,0.63937,5
i05_05_4.bmp,I05.bmp,0.51254,5
i05_05_5.bmp,I05.bmp,0.3845,5
i05_06_1.bmp,I05.bmp,0.59275,6
i05_06_2.bmp,I05.bmp,0.52793,6
i05_06_3.bmp,I05.bmp,0.46725,6
i05_06_4.bmp,I05.bmp,0.44101,6
i05_06_5.bmp,I05.bmp,0.32565,6
i05_07_1.bmp,I05.bmp,0.72184,7
i05_07_2.bmp,I05.bmp,0.72088,7
i05_07_3.bmp,I05.bmp,0.6162,7
i05_07_4.bmp,I05.bmp,0.54632,7
i05_07_5.bmp,I05.bmp,0.41652,7
i05_08_1.bmp,I05.bmp,0.73977,8
i05_08_2.bmp,I05.bmp,0.63459,8
i05_08_3.bmp,I05.bmp,0.48999,8
i05_08_4.bmp,I05.bmp,0.36404,8
i05_08_5.bmp,I05.bmp,0.14452,8
i05_09_1.bmp,I05.bmp,0.80073,9
i05_09_2.bmp,I05.bmp,0.80073,9
i05_09_3.bmp,I05.bmp,0.72901,9
i05_09_4.bmp,I05.bmp,0.46725,9
i05_09_5.bmp,I05.bmp,0.16114,9
i05_10_1.bmp,I05.bmp,0.78735,10
i05_10_2.bmp,I05.bmp,0.70446,10
i05_10_3.bmp,I05.bmp,0.64042,10
i05_10_4.bmp,I05.bmp,0.4585,10
i05_10_5.bmp,I05.bmp,0.2346,10
I05_11_1.BMP,I05.bmp,0.79085,11
i05_11_2.bmp,I05.bmp,0.73977,11
i05_11_3.bmp,I05.bmp,0.61068,11
i05_11_4.bmp,I05.bmp,0.49115,11
i05_11_5.bmp,I05.bmp,0.28795,11
i05_12_1.bmp,I05.bmp,0.78035,12
i05_12_2.bmp,I05.bmp,0.79356,12
i05_12_3.bmp,I05.bmp,0.7326,12
i05_12_4.bmp,I05.bmp,0.51028,12
i05_12_5.bmp,I05.bmp,0.35609,12
I05_13_1.BMP,I05.bmp,0.74887,13
i05_13_2.bmp,I05.bmp,0.6684,13
i05_13_3.bmp,I05.bmp,0.46366,13
i05_13_4.bmp,I05.bmp,0.39203,13
i05_13_5.bmp,I05.bmp,0.24832,13
i05_14_1.bmp,I05.bmp,0.81534,14
i05_14_2.bmp,I05.bmp,0.75936,14
i05_14_3.bmp,I05.bmp,0.76986,14
i05_14_4.bmp,I05.bmp,0.71467,14
i05_14_5.bmp,I05.bmp,0.58444,14
i05_15_1.bmp,I05.bmp,0.4027,15
i05_15_2.bmp,I05.bmp,0.40987,15
i05_15_3.bmp,I05.bmp,0.44101,15
i05_15_4.bmp,I05.bmp,0.52462,15
i05_15_5.bmp,I05.bmp,0.5169,15
i05_16_1.bmp,I05.bmp,0.84735,16
i05_16_2.bmp,I05.bmp,0.81866,16
i05_16_3.bmp,I05.bmp,0.76636,16
i05_16_4.bmp,I05.bmp,0.69639,16
