dis_image,ref_image,rating,noise,dmos,,,,,,,,
jp2k/img65.bmp,refimgs/dancers.bmp,0.115716179,1,74.71223055,0.884283821,84.48897154,0.115716179,,dancers.bmp,img65.bmp,0.11189,dancers.bmp
jp2k/img66.bmp,refimgs/sailing1.bmp,1,1,0,0,84.48897154,1,,sailing1.bmp,img66.bmp,0,sailing1.bmp
jp2k/img67.bmp,refimgs/carnivaldolls.bmp,1,1,0,0,84.48897154,1,,carnivaldolls.bmp,img67.bmp,0,carnivaldolls.bmp
jp2k/img68.bmp,refimgs/caps.bmp,0.591694834,1,34.49728357,0.408305166,84.48897154,0.591694834,,caps.bmp,img68.bmp,0.40137,caps.bmp
jp2k/img69.bmp,refimgs/ocean.bmp,0.747524044,1,21.3314339,0.252475956,84.48897154,0.747524044,,ocean.bmp,img69.bmp,2.5311,ocean.bmp
jp2k/img70.bmp,refimgs/sailing4.bmp,1,1,0,0,84.48897154,1,,sailing4.bmp,img70.bmp,0,sailing4.bmp
jp2k/img71.bmp,refimgs/stream.bmp,0.138147468,1,72.81703406,0.861852532,84.48897154,0.138147468,,stream.bmp,img71.bmp,0.19204,stream.bmp
jp2k/img72.bmp,refimgs/lighthouse.bmp,1,1,0,0,84.48897154,1,,lighthouse.bmp,img72.bmp,0,lighthouse.bmp
jp2k/img73.bmp,refimgs/bikes.bmp,1,1,0,0,84.48897154,1,,bikes.bmp,img73.bmp,0,bikes.bmp
jp2k/img74.bmp,refimgs/lighthouse2.bmp,0.368673637,1,53.34011511,0.631326363,84.48897154,0.368673637,,lighthouse2.bmp,img74.bmp,0.23974,lighthouse2.bmp
jp2k/img75.bmp,refimgs/womanhat.bmp,0.703740973,1,25.03062048,0.296259027,84.48897154,0.703740973,,womanhat.bmp,img75.bmp,1.708,womanhat.bmp
jp2k/img76.bmp,refimgs/woman.bmp,1,1,0,0,84.48897154,1,,woman.bmp,img76.bmp,0,woman.bmp
jp2k/img77.bmp,refimgs/coinsinfountain.bmp,0.692456589,1,25.98402652,0.307543411,84.48897154,0.692456589,,coinsinfountain.bmp,img77.bmp,3.1539,coinsinfountain.bmp
jp2k/img78.bmp,refimgs/bikes.bmp,0.544686033,1,38.46900883,0.455313967,84.48897154,0.544686033,,bikes.bmp,img78.bmp,0.6957,bikes.bmp
jp2k/img79.bmp,refimgs/carnivaldolls.bmp,0.146640786,1,72.09944236,0.853359214,84.48897154,0.146640786,,carnivaldolls.bmp,img79.bmp,0.12349,carnivaldolls.bmp
jp2k/img80.bmp,refimgs/house.bmp,0.62726533,1,31.49196891,0.37273467,84.48897154,0.62726533,,house.bmp,img80.bmp,0.68106,house.bmp
jp2k/img81.bmp,refimgs/rapids.bmp,0.427840503,1,48.34116742,0.572159497,84.48897154,0.427840503,,rapids.bmp,img81.bmp,0.41906,rapids.bmp
jp2k/img82.bmp,refimgs/paintedhouse.bmp,0.702963225,1,25.09633166,0.297036775,84.48897154,0.702963225,,paintedhouse.bmp,img82.bmp,2.437,paintedhouse.bmp
jp2k/img83.bmp,refimgs/caps.bmp,0.448634282,1,46.58432245,0.551365718,84.48897154,0.448634282,,caps.bmp,img83.bmp,0.19944,caps.bmp
jp2k/img84.bmp,refimgs/dancers.bmp,1,1,0,0,84.48897154,1,,dancers.bmp,img84.bmp,0,dancers.bmp
jp2k/img85.bmp,refimgs/parrots.bmp,0.644922474,1,30.00013498,0.355077526,84.48897154,0.644922474,,parrots.bmp,img85.bmp,0.38193,parrots.bmp
jp2k/img86.bmp,refimgs/flowersonih35.bmp,0.168414245,1,70.25982518,0.831585755,84.48897154,0.168414245,,flowersonih35.bmp,img86.bmp,0.12805,flowersonih35.bmp
jp2k/img87.bmp,refimgs/studentsculpture.bmp,1,1,0,0,84.48897154,1,,studentsculpture.bmp,img87.bmp,0,studentsculpture.bmp
jp2k/img88.bmp,refimgs/sailing1.bmp,0.254159172,1,63.01532451,0.745840828,84.48897154,0.254159172,,sailing1.bmp,img88.bmp,0.12526,sailing1.bmp
jp2k/img89.bmp,refimgs/flowersonih35.bmp,1,1,0,0,84.48897154,1,,flowersonih35.bmp,img89.bmp,0,flowersonih35.bmp
jp2k/img90.bmp,refimgs/sailing4.bmp,0.700602023,1,25.29582718,0.299397977,84.48897154,0.700602023,,sailing4.bmp,img90.bmp,1.8547,sailing4.bmp
jp2k/img91.bmp,refimgs/lighthouse.bmp,0.396761031,1,50.9670401,0.603238969,84.48897154,0.396761031,,lighthouse.bmp,img91.bmp,0.24826,lighthouse.bmp
jp2k/img92.bmp,refimgs/statue.bmp,0.4957857,1,42.60054761,0.5042143,84.48897154,0.4957857,,statue.bmp,img92.bmp,0.3777,statue.bmp
jp2k/img93.bmp,refimgs/sailing2.bmp,1,1,0,0,84.48897154,1,,sailing2.bmp,img93.bmp,0,sailing2.bmp
jp2k/img94.bmp,refimgs/manfishing.bmp,0.547219794,1,38.2549339,0.452780206,84.48897154,0.547219794,,manfishing.bmp,img94.bmp,0.58961,manfishing.bmp
jp2k/img95.bmp,refimgs/statue.bmp,1,1,0,0,84.48897154,1,,statue.bmp,img95.bmp,0,statue.bmp
jp2k/img96.bmp,refimgs/parrots.bmp,0.53254974,1,39.49439172,0.46745026,84.48897154,0.53254974,,parrots.bmp,img96.bmp,0.22432,parrots.bmp
jp2k/img97.bmp,refimgs/womanhat.bmp,1,1,0,0,84.48897154,1,,womanhat.bmp,img97.bmp,0,womanhat.bmp
jp2k/img98.bmp,refimgs/cemetry.bmp,0.446848612,1,46.73519188,0.553151388,84.48897154,0.446848612,,cemetry.bmp,img98.bmp,0.66567,cemetry.bmp
jp2k/img99.bmp,refimgs/womanhat.bmp,0.38448539,1,52.00419635,0.61551461,84.48897154,0.38448539,,womanhat.bmp,img99.bmp,0.2356,womanhat.bmp
jp2k/img100.bmp,refimgs/sailing3.bmp,1,1,0,0,84.48897154,1,,sailing3.bmp,img100.bmp,0,sailing3.bmp
jp2k/img101.bmp,refimgs/parrots.bmp,0.71266772,1,24.27640881,0.28733228,84.48897154,0.71266772,,parrots.bmp,img101.bmp,0.68851,parrots.bmp
jp2k/img102.bmp,refimgs/statue.bmp,0.74100026,1,21.88262166,0.25899974,84.48897154,0.74100026,,statue.bmp,img102.bmp,2.4112,statue.bmp
jp2k/img103.bmp,refimgs/lighthouse2.bmp,0.711771675,1,24.35211476,0.288228325,84.48897154,0.711771675,,lighthouse2.bmp,img103.bmp,2.9056,lighthouse2.bmp
jp2k/img104.bmp,refimgs/woman.bmp,0.411457944,1,49.72531306,0.588542057,84.48897154,0.411457943,,woman.bmp,img104.bmp,0.3754,woman.bmp
jp2k/img105.bmp,refimgs/monarch.bmp,0.736219222,1,22.28656663,0.263780778,84.48897154,0.736219222,,monarch.bmp,img105.bmp,2.7899,monarch.bmp
jp2k/img106.bmp,refimgs/lighthouse.bmp,0.397818767,1,50.87767309,0.602181233,84.48897154,0.397818767,,lighthouse.bmp,img106.bmp,0.24231,lighthouse.bmp
jp2k/img107.bmp,refimgs/building2.bmp,0.140904561,1,72.58409007,0.859095439,84.48897154,0.140904561,,building2.bmp,img107.bmp,0.097914,building2.bmp
jp2k/img108.bmp,refimgs/carnivaldolls.bmp,0.438119634,1,47.47269421,0.561880366,84.48897154,0.438119634,,carnivaldolls.bmp,img108.bmp,0.43582,carnivaldolls.bmp
jp2k/img109.bmp,refimgs/sailing3.bmp,0.502664778,1,42.01934142,0.497335222,84.48897154,0.502664778,,sailing3.bmp,img109.bmp,0.37665,sailing3.bmp
jp2k/img110.bmp,refimgs/churchandcapitol.bmp,1,1,0,0,84.48897154,1,,churchandcapitol.bmp,img110.bmp,0,churchandcapitol.bmp
jp2k/img111.bmp,refimgs/flowersonih35.bmp,0.666360685,1,28.18884257,0.333639315,84.48897154,0.666360685,,flowersonih35.bmp,img111.bmp,1.8386,flowersonih35.bmp
jp2k/img112.bmp,refimgs/stream.bmp,1,1,0,0,84.48897154,1,,stream.bmp,img112.bmp,0,stream.bmp
jp2k/img113.bmp,refimgs/plane.bmp,0.693422784,1,25.90239364,0.306577216,84.48897154,0.693422784,,plane.bmp,img113.bmp,0.60958,plane.bmp
jp2k/img114.bmp,refimgs/lighthouse2.bmp,0.691059514,1,26.10206391,0.308940486,84.48897154,0.691059514,,lighthouse2.bmp,img114.bmp,2.3683,lighthouse2.bmp
jp2k/img115.bmp,refimgs/bikes.bmp,0.244901941,1,63.79745841,0.755098059,84.48897154,0.244901941,,bikes.bmp,img115.bmp,0.13174,bikes.bmp
jp2k/img116.bmp,refimgs/statue.bmp,0.411418706,1,49.72862816,0.588581294,84.48897154,0.411418706,,statue.bmp,img116.bmp,0.22253,statue.bmp
jp2k/img117.bmp,refimgs/paintedhouse.bmp,1,1,0,0,84.48897154,1,,paintedhouse.bmp,img117.bmp,0,paintedhouse.bmp
jp2k/img118.bmp,refimgs/cemetry.bmp,1,1,0,0,84.48897154,1,,cemetry.bmp,img118.bmp,0,cemetry.bmp
jp2k/img119.bmp,refimgs/building2.bmp,1,1,0,0,84.48897154,1,,building2.bmp,img119.bmp,0,building2.bmp
jp2k/img120.bmp,refimgs/ocean.bmp,0.496964309,1,42.50096822,0.503035691,84.48897154,0.496964309,,ocean.bmp,img120.bmp,0.19144,ocean.bmp
jp2k/img121.bmp,refimgs/manfishing.bmp,0.132994935,1,73.25236622,0.867005065,84.48897154,0.132994935,,manfishing.bmp,img121.bmp,0.030227,manfishing.bmp
jp2k/img122.bmp,refimgs/caps.bmp,0.367300864,1,53.45609932,0.632699136,84.48897154,0.367300864,,caps.bmp,img122.bmp,0.098741,caps.bmp
jp2k/img123.bmp,refimgs/buildings.bmp,1,1,0,0,84.48897154,1,,buildings.bmp,img123.bmp,0,buildings.bmp
jp2k/img124.bmp,refimgs/carnivaldolls.bmp,0.414507588,1,49.46765177,0.585492412,84.48897154,0.414507588,,carnivaldolls.bmp,img124.bmp,0.25592,carnivaldolls.bmp
jp2k/img125.bmp,refimgs/cemetry.bmp,0.603816208,1,33.47316109,0.396183792,84.48897154,0.603816208,,cemetry.bmp,img125.bmp,0.98942,cemetry.bmp
jp2k/img126.bmp,refimgs/rapids.bmp,0.70854375,1,24.62483882,0.29145625,84.48897154,0.70854375,,rapids.bmp,img126.bmp,1.5456,rapids.bmp
jp2k/img127.bmp,refimgs/parrots.bmp,0.251134328,1,63.27089048,0.748865672,84.48897154,0.251134328,,parrots.bmp,img127.bmp,0.042317,parrots.bmp
jp2k/img128.bmp,refimgs/churchandcapitol.bmp,1,1,0,0,84.48897154,1,,churchandcapitol.bmp,img128.bmp,0,churchandcapitol.bmp
jp2k/img129.bmp,refimgs/bikes.bmp,0.675138407,1,27.44722192,0.324861593,84.48897154,0.675138407,,bikes.bmp,img129.bmp,1.1466,bikes.bmp
jp2k/img130.bmp,refimgs/sailing3.bmp,0.482556532,1,43.71826643,0.517443468,84.48897154,0.482556532,,sailing3.bmp,img130.bmp,0.22771,sailing3.bmp
jp2k/img131.bmp,refimgs/house.bmp,1,1,0,0,84.48897154,1,,house.bmp,img131.bmp,0,house.bmp
jp2k/img132.bmp,refimgs/building2.bmp,0.626465228,1,31.55956871,0.373534772,84.48897154,0.626465228,,building2.bmp,img132.bmp,1.0458,building2.bmp
jp2k/img133.bmp,refimgs/bikes.bmp,0.500981753,1,42.16153848,0.499018247,84.48897154,0.500981753,,bikes.bmp,img133.bmp,0.33249,bikes.bmp
jp2k/img134.bmp,refimgs/woman.bmp,1,1,0,0,84.48897154,1,,woman.bmp,img134.bmp,0,woman.bmp
jp2k/img135.bmp,refimgs/rapids.bmp,0.179539209,1,69.31988838,0.820460791,84.48897154,0.179539209,,rapids.bmp,img135.bmp,0.050378,rapids.bmp
jp2k/img136.bmp,refimgs/sailing1.bmp,0.544326573,1,38.49937917,0.455673427,84.48897154,0.544326573,,sailing1.bmp,img136.bmp,0.48564,sailing1.bmp
jp2k/img137.bmp,refimgs/lighthouse2.bmp,0.355154615,1,54.48232334,0.644845385,84.48897154,0.355154615,,lighthouse2.bmp,img137.bmp,0.10277,lighthouse2.bmp
jp2k/img138.bmp,refimgs/sailing2.bmp,0.384720869,1,51.98430098,0.615279131,84.48897154,0.384720869,,sailing2.bmp,img138.bmp,0.074559,sailing2.bmp
jp2k/img139.bmp,refimgs/plane.bmp,1,1,0,0,84.48897154,1,,plane.bmp,img139.bmp,0,plane.bmp
jp2k/img140.bmp,refimgs/ocean.bmp,1,1,0,0,84.48897154,1,,ocean.bmp,img140.bmp,0,ocean.bmp
jp2k/img141.bmp,refimgs/sailing2.bmp,0.742128493,1,21.78729842,0.257871507,84.48897154,0.742128493,,sailing2.bmp,img141.bmp,1.1063,sailing2.bmp
jp2k/img142.bmp,refimgs/studentsculpture.bmp,0.471817675,1,44.62558143,0.528182325,84.48897154,0.471817675,,studentsculpture.bmp,img142.bmp,0.46549,studentsculpture.bmp
jp2k/img143.bmp,refimgs/manfishing.bmp,0.466239867,1,45.0968447,0.533760133,84.48897154,0.466239867,,manfishing.bmp,img143.bmp,0.36474,manfishing.bmp
jp2k/img144.bmp,refimgs/house.bmp,0.319704636,1,57.47745564,0.680295364,84.48897154,0.319704636,,house.bmp,img144.bmp,0.08262,house.bmp
jp2k/img145.bmp,refimgs/parrots.bmp,1,1,0,0,84.48897154,1,,parrots.bmp,img145.bmp,0,parrots.bmp
jp2k/img146.bmp,refimgs/rapids.bmp,0.385377225,1,51.92884613,0.614622775,84.48897154,0.385377225,,rapids.bmp,img146.bmp,0.21562,rapids.bmp
jp2k/img147.bmp,refimgs/sailing3.bmp,1,1,0,0,84.48897154,1,,sailing3.bmp,img147.bmp,0,sailing3.bmp
jp2k/img148.bmp,refimgs/carnivaldolls.bmp,0.705299323,1,24.89895707,0.294700677,84.48897154,0.705299323,,carnivaldolls.bmp,img148.bmp,1.5053,carnivaldolls.bmp
jp2k/img149.bmp,refimgs/lighthouse.bmp,0.549412898,1,38.06964087,0.450587102,84.48897154,0.549412898,,lighthouse.bmp,img149.bmp,0.36474,lighthouse.bmp
jp2k/img150.bmp,refimgs/woman.bmp,0.746489217,1,21.41886534,0.253510783,84.48897154,0.746489217,,woman.bmp,img150.bmp,1.5375,woman.bmp
jp2k/img151.bmp,refimgs/lighthouse2.bmp,1,1,0,0,84.48897154,1,,lighthouse2.bmp,img151.bmp,0,lighthouse2.bmp
jp2k/img152.bmp,refimgs/woman.bmp,0.338320752,1,55.90459914,0.661679248,84.48897154,0.338320752,,woman.bmp,img152.bmp,0.13904,woman.bmp
jp2k/img153.bmp,refimgs/caps.bmp,1,1,0,0,84.48897154,1,,caps.bmp,img153.bmp,0,caps.bmp
jp2k/img154.bmp,refimgs/sailing3.bmp,0.296452961,1,59.44196572,0.703547039,84.48897154,0.296452961,,sailing3.bmp,img154.bmp,0.054408,sailing3.bmp
jp2k/img155.bmp,refimgs/woman.bmp,0.204669176,1,67.19668334,0.795330824,84.48897154,0.204669176,,woman.bmp,img155.bmp,0.038287,woman.bmp
jp2k/img156.bmp,refimgs/buildings.bmp,0.275856289,1,61.18215742,0.724143711,84.48897154,0.275856289,,buildings.bmp,img156.bmp,0.12695,buildings.bmp
jp2k/img157.bmp,refimgs/manfishing.bmp,1,1,0,0,84.48897154,1,,manfishing.bmp,img157.bmp,0,manfishing.bmp
jp2k/img158.bmp,refimgs/parrots.bmp,0.339837684,1,55.77643512,0.660162316,84.48897154,0.339837684,,parrots.bmp,img158.bmp,0.054408,parrots.bmp
jp2k/img159.bmp,refimgs/sailing1.bmp,1,1,0,0,84.48897154,1,,sailing1.bmp,img159.bmp,0,sailing1.bmp
jp2k/img160.bmp,refimgs/monarch.bmp,0.367842881,1,53.41030486,0.632157119,84.48897154,0.367842881,,monarch.bmp,img160.bmp,0.042317,monarch.bmp
jp2k/img161.bmp,refimgs/carnivaldolls.bmp,1,1,0,0,84.48897154,1,,carnivaldolls.bmp,img161.bmp,0,carnivaldolls.bmp
jp2k/img162.bmp,refimgs/statue.bmp,0.697618427,1,25.54790809,0.302381573,84.48897154,0.697618427,,statue.bmp,img162.bmp,0.74761,statue.bmp
jp2k/img163.bmp,refimgs/building2.bmp,0.431017508,1,48.0727456,0.568982492,84.48897154,0.431017508,,building2.bmp,img163.bmp,0.32443,building2.bmp
jp2k/img164.bmp,refimgs/lighthouse2.bmp,0.593807034,1,34.31882592,0.406192966,84.48897154,0.593807034,,lighthouse2.bmp,img164.bmp,0.52595,lighthouse2.bmp
jp2k/img165.bmp,refimgs/dancers.bmp,0.564396505,1,36.80369125,0.435603494,84.48897154,0.564396506,,dancers.bmp,img165.bmp,0.87657,dancers.bmp
jp2k/img166.bmp,refimgs/sailing4.bmp,1,1,0,0,84.48897154,1,,sailing4.bmp,img166.bmp,0,sailing4.bmp
jp2k/img167.bmp,refimgs/flowersonih35.bmp,0.40669056,1,50.1281044,0.59330944,84.48897154,0.40669056,,flowersonih35.bmp,img167.bmp,0.48161,flowersonih35.bmp
